accuracy,loss,val_accuracy,val_loss
0.6486204862594604,3.871044397354126,0.6720458269119263,0.5897389054298401
0.6697033047676086,0.5789356827735901,0.6840187311172485,0.5757399797439575
0.6767308712005615,0.5685586333274841,0.6887037754058838,0.571721613407135
0.6807652115821838,0.5666971802711487,0.6897449493408203,0.5724522471427917
0.6836283206939697,0.5593946576118469,0.6913065910339355,0.5707403421401978
0.6846694350242615,0.5556960105895996,0.6939094066619873,0.5759562253952026
0.687662661075592,0.552399754524231,0.6954711079597473,0.5706334710121155
0.6901353597640991,0.5511152148246765,0.6954711079597473,0.5715339183807373
0.6915668845176697,0.5558937191963196,0.6939094066619873,0.5730241537094116
0.6927381753921509,0.5507970452308655,0.7032795548439026,0.578825831413269
0.694950520992279,0.5489255785942078,0.6975533366203308,0.5774358510971069
0.6927381753921509,0.5515316128730774,0.6970328092575073,0.5673940777778625
0.6972931027412415,0.5449284911155701,0.6991150379180908,0.575103759765625
0.6984643340110779,0.5462242364883423,0.6965122222900391,0.5665347576141357
0.6957314014434814,0.5483494400978088,0.7038000822067261,0.5788921117782593
0.6945601105690002,0.5550281405448914,0.6845393180847168,0.5750706791877747
0.6853201389312744,0.5713366866111755,0.6954711079597473,0.5961138010025024
0.681025505065918,0.5626464486122131,0.6954711079597473,0.5765568614006042
0.698724627494812,0.5460178256034851,0.7001561522483826,0.5979093909263611
0.694950520992279,0.5548421144485474,0.6933888792991638,0.5743581056594849
0.6885736584663391,0.5557748079299927,0.6928682923316956,0.5687199831008911
0.6806350946426392,0.5654857754707336,0.6668401956558228,0.5901951789855957
0.6682717204093933,0.5687790513038635,0.6850598454475403,0.5832057595252991
0.6779021620750427,0.5635038614273071,0.6897449493408203,0.5934318900108337
0.6846694350242615,0.553004264831543,0.6954711079597473,0.6439380645751953
0.6871421337127686,0.5672104954719543,0.6965122222900391,0.6539574861526489
