accuracy,loss,val_accuracy,val_loss
0.7782405018806458,0.4779558479785919,0.8427901864051819,0.34641021490097046
0.8606194853782654,0.33381348848342896,0.870900571346283,0.29893404245376587
0.87662672996521,0.2925418019294739,0.8729828000068665,0.27452006936073303
0.8938053250312805,0.26152804493904114,0.8833940625190735,0.26405614614486694
0.9001821875572205,0.2461739182472229,0.8880791068077087,0.255060076713562
0.9073399305343628,0.23311449587345123,0.872462272644043,0.2822684347629547
0.908511221408844,0.23005716502666473,0.8891202211380005,0.24733242392539978
0.9182717204093933,0.204435795545578,0.8938053250312805,0.24179865419864655
0.9238677620887756,0.1990983486175537,0.899010956287384,0.2435108870267868
0.9280322790145874,0.18688297271728516,0.9005725979804993,0.2283126264810562
0.929463803768158,0.1830192357301712,0.897449254989624,0.24441643059253693
0.934148907661438,0.17526406049728394,0.9005725979804993,0.23504094779491425
0.9358407258987427,0.1663493514060974,0.9057782292366028,0.22406452894210815
0.9374023675918579,0.1671721488237381,0.9021342992782593,0.24049176275730133
0.9415668845176697,0.15870881080627441,0.9016137719154358,0.23068496584892273
0.9411764740943909,0.15049558877944946,0.9026548862457275,0.24944716691970825
0.9472931027412415,0.14456982910633087,0.906298816204071,0.22843660414218903
0.950937032699585,0.13569243252277374,0.9089016318321228,0.23023547232151031
0.9521082639694214,0.13325482606887817,0.9115044474601746,0.22857601940631866
0.9530192613601685,0.12775585055351257,0.910463273525238,0.23469559848308563
0.959135890007019,0.11679009348154068,0.903175413608551,0.24999414384365082
0.959786593914032,0.11129463464021683,0.9083810448646545,0.23082657158374786
0.9619989395141602,0.11296624690294266,0.9099427461624146,0.2510916292667389
0.9638209342956543,0.10292115062475204,0.907860517501831,0.23497489094734192
0.968636155128479,0.09641115367412567,0.9083810448646545,0.2687796652317047
