accuracy,loss,val_accuracy,val_loss
0.7951587438583374,0.4404692053794861,0.8521603345870972,0.3327709138393402
0.8703799843788147,0.31083744764328003,0.8719416856765747,0.2923157811164856
0.8836543560028076,0.27743205428123474,0.8802707195281982,0.2713871896266937
0.9005725979804993,0.2507357597351074,0.8703799843788147,0.2757943868637085
0.904737114906311,0.23597536981105804,0.885476291179657,0.25569474697113037
0.9118948578834534,0.22238297760486603,0.888599693775177,0.25077560544013977
0.9210047125816345,0.20345653593540192,0.903175413608551,0.23621931672096252
0.9187923073768616,0.20347337424755096,0.8984903693199158,0.23852252960205078
0.9266007542610168,0.1872788667678833,0.8792295455932617,0.26766306161880493
0.9329776167869568,0.17504358291625977,0.8995314836502075,0.24245445430278778
0.9390942454338074,0.16664272546768188,0.9057782292366028,0.23628324270248413
0.9409161806106567,0.15826056897640228,0.9083810448646545,0.22817975282669067
0.9445601105690002,0.15087150037288666,0.907860517501831,0.22918595373630524
0.9479438066482544,0.13947796821594238,0.9026548862457275,0.25220787525177
0.9527589678764343,0.13473296165466309,0.903175413608551,0.24932081997394562
0.9519781470298767,0.13098478317260742,0.910463273525238,0.24439068138599396
0.9541905522346497,0.1268782764673233,0.9021342992782593,0.23474811017513275
0.9567933082580566,0.12032951414585114,0.907860517501831,0.24778568744659424
0.9644716382026672,0.10855407267808914,0.9073399305343628,0.24174511432647705
0.959135890007019,0.10860489308834076,0.894325852394104,0.2845727801322937
0.9627798199653625,0.10578504949808121,0.910463273525238,0.25385990738868713
0.9666840434074402,0.09727607667446136,0.9115044474601746,0.2589717209339142
0.9669442772865295,0.09566567093133926,0.9089016318321228,0.24585945904254913
0.9687662720680237,0.08613321185112,0.9073399305343628,0.2557767629623413
