accuracy,loss,val_accuracy,val_loss
0.7907339930534363,0.4539084732532501,0.8474752902984619,0.3625742793083191
0.8658251166343689,0.31516408920288086,0.869338870048523,0.2939114570617676
0.886387288570404,0.2755900025367737,0.870900571346283,0.3122697174549103
0.8948464393615723,0.2526506185531616,0.8807912468910217,0.26309168338775635
0.908511221408844,0.23091235756874084,0.8896408081054688,0.2519758939743042
0.9138469696044922,0.21880848705768585,0.8667360544204712,0.2964504361152649
0.9206142425537109,0.208140030503273,0.8761062026023865,0.2927602231502533
0.9259500503540039,0.1920754760503769,0.9010931849479675,0.23391015827655792
0.9298542141914368,0.18292850255966187,0.8964081406593323,0.2421710193157196
0.9351900219917297,0.1759052872657776,0.8953669667243958,0.2463642805814743
0.937662661075592,0.16504797339439392,0.903175413608551,0.2494203746318817
0.9346694350242615,0.16612114012241364,0.9010931849479675,0.23798634111881256
0.9418271780014038,0.15165828168392181,0.904737114906311,0.23928870260715485
0.9485945105552673,0.14370304346084595,0.9083810448646545,0.2388925850391388
0.9496356248855591,0.13873529434204102,0.9026548862457275,0.2472090721130371
0.9489849209785461,0.13642671704292297,0.8891202211380005,0.2711353600025177
0.9538000822067261,0.12512080371379852,0.9135866761207581,0.23106519877910614
0.956663191318512,0.1202281266450882,0.8953669667243958,0.25478437542915344
0.9580947160720825,0.11662021279335022,0.9042165279388428,0.24048985540866852
0.9614784121513367,0.10758340358734131,0.9089016318321228,0.2538531720638275
0.9638209342956543,0.10375092178583145,0.9094221591949463,0.24969759583473206
0.9649921655654907,0.10138756781816483,0.9109838604927063,0.25822633504867554
0.968636155128479,0.0898747444152832,0.8979697823524475,0.2802658975124359
0.9720197916030884,0.08306510746479034,0.9057782292366028,0.2585146725177765
0.9720197916030884,0.08077831566333771,0.9068193435668945,0.274448961019516
0.9739719033241272,0.08023905754089355,0.9010931849479675,0.2729739844799042
0.9772254228591919,0.07271886616945267,0.9089016318321228,0.2642468810081482
0.9778761267662048,0.06703707575798035,0.9057782292366028,0.2778124511241913
0.9834721684455872,0.05947538837790489,0.9000520706176758,0.2793501317501068
