accuracy,loss,val_accuracy,val_loss
0.7592399716377258,0.5631861090660095,0.8365434408187866,0.40980762243270874
0.8425299525260925,0.36264529824256897,0.8407079577445984,0.32363361120224
0.8602290749549866,0.3298358619213104,0.8729828000068665,0.28981107473373413
0.8723320960998535,0.30262842774391174,0.8573659658432007,0.2978084087371826
0.8767569065093994,0.2894435524940491,0.885476291179657,0.26982635259628296
0.8897709250450134,0.2672702670097351,0.8771473169326782,0.26956701278686523
0.8970588445663452,0.25121814012527466,0.8922436237335205,0.26501843333244324
0.899010956287384,0.2508048713207245,0.8922436237335205,0.24361470341682434
0.9042165279388428,0.2357085794210434,0.8891202211380005,0.2465941309928894
0.9074700474739075,0.23029911518096924,0.8927642107009888,0.24457991123199463
0.910463273525238,0.21947647631168365,0.890161395072937,0.24131877720355988
0.9171004891395569,0.20769985020160675,0.9026548862457275,0.23112080991268158
0.9204841256141663,0.2040700614452362,0.9005725979804993,0.22548885643482208
0.9229567646980286,0.2002960443496704,0.903175413608551,0.22778934240341187
0.9295939803123474,0.18803511559963226,0.9010931849479675,0.22476331889629364
0.9292035102844238,0.18453140556812286,0.9042165279388428,0.21995022892951965
0.9318063259124756,0.18006771802902222,0.9141072630882263,0.21899442374706268
0.932587206363678,0.17394618690013885,0.9052577018737793,0.22387033700942993
0.9374023675918579,0.17019817233085632,0.9130660891532898,0.21833926439285278
0.9371421337127686,0.16518551111221313,0.9125455617904663,0.21454262733459473
0.9411764740943909,0.1598079800605774,0.906298816204071,0.2227756232023239
0.9427381753921509,0.15408878028392792,0.9094221591949463,0.22028742730617523
0.9466423988342285,0.14978137612342834,0.910463273525238,0.22093752026557922
0.9489849209785461,0.14350803196430206,0.904737114906311,0.2266916036605835
0.9514575600624084,0.13538070023059845,0.9094221591949463,0.228408083319664
0.9515877366065979,0.13346625864505768,0.9135866761207581,0.24745580554008484
0.9521082639694214,0.132206529378891,0.9141072630882263,0.23523348569869995
0.9565330743789673,0.12471224367618561,0.9125455617904663,0.25414860248565674
0.957574188709259,0.11676124483346939,0.9099427461624146,0.23543940484523773
0.9606975317001343,0.10829498618841171,0.9089016318321228,0.2393776774406433
0.9621291160583496,0.1068892776966095,0.912024974822998,0.22807663679122925
0.9629099369049072,0.10857094824314117,0.910463273525238,0.24952369928359985
