accuracy,loss,val_accuracy,val_loss
0.7713430523872375,0.5006877779960632,0.8256116509437561,0.40701305866241455
0.845262885093689,0.3502217233181,0.8615304231643677,0.32850614190101624
0.8761062026023865,0.299157053232193,0.8755856156349182,0.2848794758319855
0.8841748833656311,0.2842845916748047,0.8823529481887817,0.27119219303131104
0.8928943276405334,0.25878801941871643,0.8771473169326782,0.2725389301776886
0.8984903693199158,0.2449755072593689,0.8839146494865417,0.25837111473083496
0.9056481122970581,0.23228447139263153,0.894325852394104,0.25236478447914124
0.9103331565856934,0.22382061183452606,0.8656949400901794,0.29278653860092163
0.9191827178001404,0.21237598359584808,0.8917230367660522,0.24318695068359375
0.9212649464607239,0.20577536523342133,0.897449254989624,0.23889987170696259
0.923737645149231,0.1973404586315155,0.9005725979804993,0.23457549512386322
0.930374801158905,0.1824532449245453,0.8964081406593323,0.23960863053798676
0.9305049180984497,0.18160125613212585,0.9005725979804993,0.2411538064479828
0.9347996115684509,0.17128589749336243,0.9042165279388428,0.22762423753738403
0.9390942454338074,0.1643250733613968,0.9068193435668945,0.23281672596931458
0.9390942454338074,0.15611042082309723,0.903175413608551,0.2276306301355362
0.9437792897224426,0.14858993887901306,0.8995314836502075,0.241731196641922
0.9496356248855591,0.1417613923549652,0.9073399305343628,0.23313938081264496
0.9517178535461426,0.1353091150522232,0.9073399305343628,0.22817735373973846
0.9508068561553955,0.13245664536952972,0.9021342992782593,0.24994564056396484
0.9505465626716614,0.13314178586006165,0.9099427461624146,0.22934889793395996
0.9587454199790955,0.1198912039399147,0.9115044474601746,0.23604236543178558
0.9610880017280579,0.11507081985473633,0.907860517501831,0.24043506383895874
0.9596564173698425,0.10923492163419724,0.9073399305343628,0.23281678557395935
0.9660333395004272,0.1020173579454422,0.910463273525238,0.22891809046268463
0.9674648642539978,0.09933905303478241,0.9068193435668945,0.25192299485206604
